timestamp;accelX;accelY;accelZ;gyroX;gyroY;gyroZ;altitude;temperature;analogValue;state
10;-0.024;-0.067;1.011;-6.588;3.641;5.916;0;19;4.1999975;3
110;-0.022;-0.07;1.011;-6.542;3.656;5.901;0;19;4.1999725;3
210;-0.023;-0.073;1.012;-6.573;3.687;5.901;0;19;4.1999475;3
310;-0.02;-0.076;1.01;-6.622;3.65;5.952;0;19;4.1999225;3
410;0.004;-0.079;0.983;-6.602;3.451;6.208;0;19;4.1998975;3
510;0.039;-0.108;0.971;-6.62;3.347;6.519;0;19;4.1998725;3
610;0.042;-0.122;0.991;-6.617;3.497;6.56;0;19;4.1998475;3
710;0.015;-0.107;1.011;-6.591;3.656;6.3;0;19;4.1998225;3
810;-0.024;-0.071;1.012;-6.588;3.641;5.916;0;19;4.1997975;3
910;-0.018;-0.067;1.012;-6.588;3.611;5.916;0;19;4.1997725;3
1010;-0.025;-0.069;1.013;-6.588;3.641;5.886;0;19;4.1997475;3
1110;-0.023;-0.071;1.012;-6.603;3.641;5.916;0;19;4.1997225;3
1210;-0.02;-0.075;1.012;-6.542;3.641;5.871;0;19;4.1996975;3
1310;0.303;0.073;0.438;-6.66;20.653;6.901;0;19;4.1996725;3
1410;1.045;1.388;0.402;-58.3;112.528;46.77;0;19;4.1996475;3
1510;1.324;1.969;1.219;-69.713;144.387;56.476;0;19;4.1996225;3
1610;0.749;1.378;2.038;-47.426;98.092;34.353;0;19;4.1995975;3
1710;-0.017;0.45;2.602;-17.175;31.565;4.336;0;19;4.1995725;3
1810;-0.351;0.042;2.849;-4.229;2.675;-8.523;0;19;4.1995475;3
1910;-0.706;0.116;6.033;-3.414;2.298;-22.114;0;19;4.1995225;3
2010;-1.404;0.462;11.798;-5.489;1.291;-3.483;0.1936;18.9992256;4.1994975;3
2110;-1.546;0.423;13.258;-2.59;5.137;20.992;1.3552;18.9945792;4.1994725;3
2210;-1.107;0.289;9.126;0.736;7.929;49.755;3.87112;18.98451552;4.1994475;3
2310;-0.898;0.194;7.873;-4.945;2.469;56.125;7.54952;18.96980192;4.1994225;3
2410;-0.666;0.22;6.863;-21.58;-0.271;69.755;12.05072;18.95179712;4.1993975;3
2510;-0.531;0.188;5.657;-24.101;0.883;82.525;17.43192;18.93027232;4.1993725;3
2610;-0.549;0.103;4.876;-19.365;4.118;98.124;23.57696;18.90569216;4.1993475;3
2710;-0.642;0.021;4.996;-16.573;8.088;121.819;30.6064;18.8775744;4.1993225;3
2810;-0.783;0.025;6.143;-23.623;12.072;156.387;38.38824;18.84644704;4.1992975;3
2910;-0.743;-0.052;5.74;-27.95;13.254;175.991;46.98496;18.81206016;4.1992725;3
3010;-0.705;-0.121;5.478;-28.011;11.545;189.586;56.2892;18.7748432;4.1992475;3
3110;-0.657;-0.101;5.398;-26.516;16.108;204.693;66.30888;18.73476448;4.1992225;3
3210;-0.59;-0.194;5.446;-32.894;18.259;226.65;77.08008;18.69167968;4.1991975;3
3310;-0.617;-0.229;5.459;-31.886;15.037;234.009;88.55528;18.64577888;4.1991725;3
3410;0.381;0.889;5.439;-33.219;19.403;266.235;100.6764;18.5972944;4.1991475;3
3510;0.536;0.408;5.626;-32.108;27.789;287.029;113.43464;18.54626144;4.1991225;3
3610;-0.039;-0.99;5.786;-31.179;33.39;295.039;126.89424;18.49242304;4.1990975;3
3710;-0.595;-1.71;5.718;-33.398;32.593;299.355;140.74808;18.43700768;4.1990725;3
3810;-0.395;-0.178;5.224;-41.87;21.899;309.196;155.27864;18.37888544;4.1990475;3
3910;-0.456;-0.402;5.109;-45.62;24.912;328.899;170.31344;18.31874624;4.1990225;3
4010;-0.365;-0.525;4.773;-46.169;24.088;333.843;185.62368;18.25750528;4.1989975;3
4110;-15.936;1.397;-15.967;-4.818;-496.405;-493.58;201.01488;18.19594048;4.1989725;3
4210;6.81;-12.479;-15.967;-506.802;503.58;-493.58;215.75312;18.13698752;4.1989475;3
4310;-9.551;13.539;-11.541;-123.013;172.257;-166.588;229.97216;18.08011136;4.1989225;3
4410;-0.307;-10.335;24.198;-327.145;-22.336;1766.05;243.71952;18.02512192;4.1988975;3
4510;4.601;-19.55;32.925;-175.739;65.787;2472.252;257.09904;17.97160384;4.1988725;3
4610;5.57;-16.113;22.16;-82.261;42.916;1901.244;269.98224;17.92007104;4.1988475;3
4710;4.43;-7.246;6.498;-12.736;-18.153;744.993;282.48088;17.87007648;4.1988225;3
4810;3.006;-0.251;0.405;63.633;-25.885;-287.373;294.56064;17.82175744;4.1987975;3
4910;2.529;0.189;-0.552;-9.716;-135.9;271.068;306.25936;17.77496256;4.1987725;3
5010;2.05;-0.643;-0.21;69.035;80.729;-239.842;317.60168;17.72959328;4.1987475;3
5110;0.031;0.551;0.563;-1.858;128.87;-82.295;328.62016;17.68551936;4.1987225;3
5210;0.921;0.715;-0.541;136.982;-54.571;187.999;339.3192;17.6427232;4.1986975;3
5310;0.658;-0.314;-0.383;-1.263;-46.196;230.616;349.71464;17.60114144;4.1986725;3
5410;0.726;-0.838;-0.711;221.992;109.479;80.025;359.81968;17.56072128;4.1986475;3
5510;0.629;-0.822;-0.327;245.054;66.67;63.248;369.644;17.521424;4.1986225;3
5610;0.544;-0.577;-0.281;139.594;-38.299;152.026;379.2008;17.4831968;4.1985975;3
5710;0.614;-0.258;-0.229;-1.058;-88.125;279.415;388.50152;17.44599392;4.1985725;3
5810;0.984;-0.001;0.147;-83.393;26.505;374.919;397.53648;17.40985408;4.1985475;3
5910;0.435;-0.29;-0.073;-91.091;-22.146;94.341;406.28104;17.37487584;4.1985225;3
6010;0.188;-0.18;-0.016;1.988;0.925;-15.263;414.86632;17.34053472;4.1984975;3
6110;0.305;-0.233;-0.002;33.405;-46.087;-142.048;423.22808;17.30708768;4.1984725;3
6210;0.273;-0.164;-0.127;65.342;9.104;-87.254;431.36808;17.27452768;4.1984475;3
6310;0.223;-0.135;-0.082;-2.181;38.479;-78.735;439.29776;17.24280896;4.1984225;3
6410;0.157;-0.11;-0.075;-52.932;-19.133;-71.155;447.05584;17.21177664;4.1983975;3
6510;0.082;-0.094;-0.008;-45.932;-34.161;-63.392;454.58776;17.18164896;4.1983725;3
6610;0.053;-0.095;0.038;-13.142;-17.736;-62.148;461.9296;17.1522816;4.1983475;3
6710;0.069;-0.109;0.049;17.245;10.976;-70.729;469.08664;17.12365344;4.1983225;3
6810;0.128;-0.129;0.011;17.037;32.809;-92.437;476.06592;17.09573632;4.1982975;3
6910;0.135;-0.156;-0.033;-8.48;40.537;-99.69;482.86656;17.06853376;4.1982725;3
7010;0.124;-0.159;-0.028;-20.168;38.736;-75.55;489.5044;17.0419824;4.1982475;3
7110;0.112;-0.148;0.012;-15.118;29.78;-57.301;495.96536;17.01613856;4.1982225;3
7210;0.101;-0.168;0.077;15.461;23.829;-46.65;502.26528;16.99093888;4.1981975;3
7310;0.105;-0.128;0.024;36.044;11.477;-48.818;508.40504;16.96637984;4.1981725;3
7410;0.09;-0.098;0.05;48.217;-2.169;-36.252;514.39168;16.94243328;4.1981475;3
7510;0.001;-0.039;0.016;51.035;-12.39;-13.899;520.2252;16.9190992;4.1981225;3
7610;-0.069;0.034;-0.044;45.078;-19.758;25.84;525.90912;16.89636352;4.1980975;3
7710;0.021;0.068;-0.112;25.408;-24.339;82.71;531.43112;16.87427552;4.1980725;3
7810;0.409;0.013;-0.171;-12.909;-26.21;156.351;536.85456;16.85258176;4.1980475;3
7910;0.606;-0.076;-0.352;-55.37;-13.525;108.974;542.11256;16.83154976;4.1980225;3
8010;0.847;-0.327;-1.519;7.771;-9.863;131.664;547.23504;16.81105984;4.1979975;3
8110;2.2;-0.742;-5.881;-124.844;61.686;-250.981;552.21672;16.79113312;4.1979725;3
8210;1.668;-0.989;-4.337;211.414;340.616;-105.564;557.07608;16.77169568;4.1979475;3
8310;1.414;-0.365;-2.497;77.031;-258.824;6.244;561.80784;16.75276864;4.1979225;3
8410;0.301;-0.185;0.506;-14.511;142.061;-319.838;566.41024;16.73435904;4.1978975;3
8510;0.305;-0.21;0.847;-16.484;318.526;-399.052;563.5570047;16.74577198;4.1978725;4
8610;0.326;-0.177;0.103;57.67;291.335;-274.125;561.3546518;16.75458139;4.1978475;4
8710;0.478;-0.199;-0.898;103.501;159.827;-144.935;557.8725047;16.76850998;4.1978225;4
8810;0.84;-0.379;-1.307;21.458;21.113;-204.136;553.1205929;16.78751763;4.1977975;4
8910;0.632;-0.318;-1.09;59.879;-48.315;-153.096;548.9578871;16.80416845;4.1977725;4
9010;0.551;-0.293;-0.902;54.386;-24.13;-93.861;547.0871518;16.81165139;4.1977475;4
9110;0.497;-0.277;-1.058;26.63;-71.142;-63.649;543.9059459;16.82437622;4.1977225;4
9210;0.519;-0.235;-0.958;21.336;8.219;-96.104;541.9486224;16.83220551;4.1976975;4
9310;0.465;-0.197;-0.79;54.708;-14.406;-104.967;540.0467106;16.83981316;4.1976725;4
9410;0.529;-0.271;-0.823;60.931;-31.545;-148.636;536.5393576;16.85384257;4.1976475;4
9510;0.519;-0.296;-0.847;58.21;-27.661;-134.977;533.4679459;16.86612822;4.1976225;4
9610;0.486;-0.292;-0.866;47.271;-10.562;-101.948;531.5491518;16.87380339;4.1975975;4
9710;0.451;-0.278;-0.879;34.98;8.897;-70.482;530.7666518;16.87693339;4.1975725;4
9810;0.434;-0.276;-0.887;28.201;19.859;-61.501;530.3713282;16.87851469;4.1975475;4
9910;0.464;-0.268;-0.908;22.739;-31.378;-56.431;528.4575047;16.88616998;4.1975225;4
10010;0.518;-0.292;-0.978;22.755;-21.398;-121.937;524.9110341;16.90035586;4.1974975;4
10110;0.694;-0.311;-1.049;33.665;-43.798;-150.944;520.1734753;16.9193061;4.1974725;4
10210;0.606;-0.267;-0.984;64.411;-39.816;-152.577;516.4092988;16.9343628;4.1974475;4
10310;0.602;-0.287;-1.017;66.15;8.19;-140.202;514.4721812;16.94211128;4.1974225;4
10410;0.642;-0.288;-1.189;59.073;-10.286;-127.999;512.1424165;16.95143033;4.1973975;4
10510;0.593;-0.277;-1.233;57.13;-24.287;-108.2;509.9260341;16.96029586;4.1973725;4
10610;0.505;-0.258;-1.178;57.766;-30.126;-84.946;508.2405635;16.96703775;4.1973475;4
10710;0.457;-0.249;-1.083;54.073;-24.497;-71.771;506.9995341;16.97200186;4.1973225;4
10810;0.527;-0.266;-1.007;39.144;-4.098;-82.21;505.6123576;16.97755057;4.1972975;4
10910;0.543;-0.25;-0.988;33.436;-15.097;-96.424;503.31574;16.98673704;4.1972725;4
11010;0.522;-0.246;-0.877;49.412;-12.564;-127.446;500.6510929;16.99739563;4.1972475;4
11110;0.56;-0.272;-0.893;56.294;-34.429;-139.149;497.2015635;17.01119375;4.1972225;4
11210;0.535;-0.295;-0.763;43.11;-29.974;-162.22;492.81674;17.02873304;4.1971975;4
11310;0.511;-0.297;-0.84;51.385;-12.142;-116.342;490.5491224;17.03780351;4.1971725;4
11410;0.389;-0.243;-0.746;63.514;-35.111;-24.998;490.4489753;17.0382041;4.1971475;4
11510;0.438;-0.256;-0.792;47.635;-7.971;-47.953;490.2051812;17.03917928;4.1971225;4
11610;0.526;-0.249;-0.903;27.262;-43.088;-86.891;487.1840929;17.05126363;4.1970975;4
11710;0.55;-0.259;-0.962;39.149;-12.711;-102.854;484.9365635;17.06025375;4.1970725;4
11810;0.504;-0.253;-0.93;37.629;-49.722;-92.273;481.8669753;17.0725321;4.1970475;4
11910;0.487;-0.272;-0.914;45.948;-15.493;-95.265;479.9607988;17.0801568;4.1970225;4
12010;0.54;-0.285;-0.961;41.096;28.513;-123.783;478.3674459;17.08653022;4.1969975;4
12110;0.538;-0.272;-0.873;46.436;-10.183;-109.639;476.2090341;17.09516386;4.1969725;4
12210;0.492;-0.25;-0.773;51.533;-14.074;-114.247;473.9505635;17.10419775;4.1969475;4
12310;0.521;-0.259;-0.848;27.969;-21.396;-104.868;471.0595341;17.11576186;4.1969225;4
12410;0.472;-0.249;-0.952;38.448;-23.759;-48.493;470.0652988;17.1197388;4.1968975;4
12510;0.419;-0.243;-0.872;32.929;-2.687;-43.901;469.6635635;17.12134575;4.1968725;4
12610;0.417;-0.239;-0.805;32.841;1.836;-64.722;468.7798871;17.12488045;4.1968475;4
12710;0.467;-0.288;-0.889;29.661;-13.969;-102.059;466.2396812;17.13504128;4.1968225;4
12810;0.544;-0.308;-0.919;30.353;-9.697;-121.694;463.2679753;17.1469281;4.1967975;4
12910;0.56;-0.281;-0.896;25.82;-7.84;-112.232;460.4958576;17.15801657;4.1967725;4
13010;0.52;-0.259;-0.958;30.78;-25.036;-73.755;458.4955341;17.16601786;4.1967475;4
13110;0.519;-0.24;-1.04;37.481;-11.269;-43.65;457.9826518;17.16806939;4.1967225;4
13210;0.521;-0.24;-1.073;24.539;-5.151;-45.083;457.2269165;17.17109233;4.1966975;4
13310;0.466;-0.241;-1.065;19.941;-20.199;-43.708;455.9337988;17.1762648;4.1966725;4
13410;0.449;-0.265;-1.07;22.796;5.72;-53.326;455.2040929;17.17918363;4.1966475;4
13510;0.483;-0.304;-1.083;15.34;25.111;-77.994;454.0998871;17.18360045;4.1966225;4
13610;0.497;-0.333;-1.034;21.401;-6.211;-62.709;452.7022694;17.18919092;4.1965975;4
13710;0.55;-0.355;-1.064;20.22;-6.612;-47.526;451.7046812;17.19318128;4.1965725;4
13810;0.552;-0.336;-1.071;-9.502;-4.356;-47.018;449.9142106;17.20034316;4.1965475;4
13910;0.539;-0.301;-1.055;-10.214;-22.491;-17.611;448.4343282;17.20626269;4.1965225;4
14010;0.518;-0.273;-1.034;13.928;-7.643;-11.408;448.2836518;17.20686539;4.1964975;4
14110;0.54;-0.263;-1.055;17.066;-1.985;-43.346;447.4523282;17.21019069;4.1964725;4
14210;0.562;-0.272;-1.075;16.577;-15.618;-55.549;445.84674;17.21661304;4.1964475;4
14310;0.49;-0.268;-0.998;17.351;-13.287;-31.85;445.0295047;17.21988198;4.1964225;4
14410;0.467;-0.259;-0.981;5.51;11.144;-6.655;444.7354165;17.22105833;4.1963975;4
14510;0.493;-0.25;-1.012;-6.074;20.647;2.789;444.2247694;17.22310092;4.1963725;4
14610;0.51;-0.243;-1.055;-4.71;-0.419;7.021;444.1691224;17.22332351;4.1963475;4
14710;0.472;-0.239;-1.004;-0.158;-3.597;2.541;444.1334165;17.22346633;4.1963225;4
14810;0.47;-0.25;-1.017;-0.375;20.35;-3.342;443.6442106;17.22542316;4.1962975;4
14910;0.468;-0.254;-0.988;-7.98;23.423;1.014;443.1601812;17.22735928;4.1962725;4
15010;0.445;-0.25;-0.927;-16.615;4.862;20.857;442.8924165;17.22843033;4.1962475;4
15110;0.454;-0.244;-0.933;-22.26;6.586;41.917;442.1205635;17.23151775;4.1962225;4
15210;0.444;-0.23;-0.866;-20.252;25.568;50.977;440.4648871;17.23814045;4.1961975;4
15310;0.443;-0.222;-0.827;-13.556;22.129;49.851;438.7465341;17.24501386;4.1961725;4
15410;0.435;-0.233;-0.829;-19.587;2.278;36.822;438.1726224;17.24730951;4.1961475;4
15510;0.427;-0.249;-0.827;-30.332;6.93;25.269;438.1177106;17.24752916;4.1961225;4
15610;0.449;-0.261;-0.857;-25.494;18.351;44.822;437.0095047;17.25196198;4.1960975;4
15710;0.474;-0.267;-0.876;-20.307;13.122;68.957;435.1926812;17.25922928;4.1960725;4
15810;0.452;-0.262;-0.867;-28.291;9.773;60.065;433.9707106;17.26411716;4.1960475;4
15910;0.45;-0.261;-0.888;-30.301;22.363;36.182;433.1400047;17.26743998;4.1960225;4
16010;0.452;-0.267;-0.897;-16.269;24.582;26.828;432.1064459;17.27157422;4.1959975;4
16110;0.445;-0.278;-0.884;-13.594;7.717;24.289;431.5649165;17.27374033;4.1959725;4
16210;0.421;-0.281;-0.854;-22.096;8.763;25.806;431.1980635;17.27520775;4.1959475;4
16310;0.414;-0.277;-0.846;-23.131;28.198;29.879;430.17024;17.27931904;4.1959225;4
16410;0.435;-0.271;-0.862;-16.264;26.079;31.581;428.9527106;17.28418916;4.1958975;4
16510;0.41;-0.268;-0.812;-9.828;4.107;30.021;428.2380047;17.28704798;4.1958725;4
16610;0.388;-0.264;-0.768;-14.852;6.95;12.92;428.0904165;17.28763833;4.1958475;4
16710;0.407;-0.277;-0.834;-17.02;20.849;5.297;427.8220047;17.28871198;4.1958225;4
16810;0.44;-0.28;-0.84;-12.09;16.899;11.207;427.3509459;17.29059622;4.1957975;4
16910;0.44;-0.272;-0.839;-10.228;3.204;15.458;427.1028871;17.29158845;4.1957725;4
17010;0.46;-0.289;-0.921;-16.977;-1.374;12.056;426.91774;17.29232904;4.1957475;4
17110;0.473;-0.295;-0.958;-22.605;11.925;0.089;426.60624;17.29357504;4.1957225;4
17210;0.513;-0.3;-1.034;-16.34;9.911;0.246;426.4243871;17.29430245;4.1956975;4
17310;0.535;-0.305;-1.08;-10.95;-4.579;3.786;426.0790047;17.29568398;4.1956725;4
17410;0.523;-0.301;-1.064;-17.691;-5.567;-2.716;425.3150635;17.29873975;4.1956475;4
17510;0.562;-0.307;-1.117;-22.734;-1.898;-5.321;424.4340929;17.30226363;4.1956225;4
17610;0.614;-0.323;-1.257;-13.271;-9.5;14.018;424.1766518;17.30329339;4.1955975;4
17710;0.59;-0.311;-1.213;-14.448;-8.546;15.081;423.9439165;17.30422433;4.1955725;4
17810;0.579;-0.296;-1.17;-25.014;-2.544;-2.25;423.0672106;17.30773116;4.1955475;4
17910;0.569;-0.284;-1.142;-17.263;-5.265;7.142;422.6146812;17.30954128;4.1955225;4
18010;0.538;-0.264;-1.04;-4.829;-8.224;28.498;422.1604165;17.31135833;4.1954975;4
18110;0.539;-0.267;-1.048;-11.318;-11.604;31.518;421.9075929;17.31236963;4.1954725;4
18210;0.505;-0.257;-0.975;-22.82;1.044;14.89;421.7050635;17.31317975;4.1954475;4
18310;0.525;-0.262;-1.011;-16.827;-4.759;20.956;421.6865341;17.31325386;4.1954225;4
18410;0.565;-0.284;-1.132;-7.425;-13.779;38.73;421.1710635;17.31531575;4.1953975;4
18510;0.543;-0.278;-1.083;-10.722;0.567;35.344;420.4302106;17.31827916;4.1953725;4
18610;0.525;-0.268;-1.041;-16.473;3.514;24.245;420.0982694;17.31960692;4.1953475;4
18710;0.52;-0.271;-1.026;-10.584;-3.436;25.097;419.7724753;17.3209101;4.1953225;4
18810;0.501;-0.27;-0.984;-3.974;-10.588;37.067;419.1105635;17.32355775;4.1952975;4
18910;0.501;-0.271;-0.998;-10.531;-4.992;37.268;418.4710047;17.32611598;4.1952725;4
19010;0.512;-0.278;-1.036;-16.322;-0.722;32.224;418.0245341;17.32790186;4.1952475;4
19110;0.522;-0.281;-1.066;-9.949;-3.7;33.477;417.4413576;17.33023457;4.1952225;4
19210;0.489;-0.273;-0.991;-6.213;-11.2;33.357;416.9724165;17.33211033;4.1951975;4
19310;0.436;-0.262;-0.901;-11.197;-7.777;24.923;416.7974459;17.33281022;4.1951725;4
19410;0.419;-0.249;-0.855;-12.922;1.49;17.918;416.6066812;17.33357328;4.1951475;4
19510;0.419;-0.246;-0.856;-9.156;-3.208;19.155;416.4069459;17.33437222;4.1951225;4
19610;0.4;-0.244;-0.83;-6.507;-8.533;20.978;416.2322988;17.3350708;4.1950975;4
19710;0.4;-0.247;-0.846;-2.781;6.194;17.106;415.6287988;17.3374848;4.1950725;4
19810;0.391;-0.237;-0.816;-0.637;8.997;14.182;414.9657988;17.3401368;4.1950475;4
19910;0.357;-0.22;-0.726;1.615;5.565;12.423;414.38924;17.34244304;4.1950225;4
20010;0.321;-0.219;-0.664;-1.459;10.006;-0.936;414.1653871;17.34333845;4.1949975;4
20110;0.418;-0.267;-0.941;-1.161;10.07;-6.043;414.0810929;17.34367563;4.1949725;4
20210;0.517;-0.307;-1.196;7.571;17.028;-2.294;413.4250635;17.34629975;4.1949475;4
20310;0.481;-0.297;-1.101;14.911;12.468;8.218;412.3780929;17.35048763;4.1949225;4
20410;0.447;-0.299;-1.023;3.589;11.229;-2.629;412.0195929;17.35192163;4.1948975;4
20510;0.436;-0.295;-0.958;-12.623;18.214;-25.901;411.42224;17.35431104;4.1948725;4
20610;0.407;-0.281;-0.863;2.519;14.566;-10.34;411.2238576;17.35510457;4.1948475;4
20710;0.42;-0.279;-0.823;5.396;12.666;-18.983;411.1967694;17.35521292;4.1948225;4
20810;0.468;-0.284;-0.882;-7.744;-0.781;-35.837;409.8920047;17.36043198;4.1947975;4
20910;0.471;-0.288;-0.919;-6.676;-0.873;-21.636;409.0336224;17.36386551;4.1947725;4
21010;0.464;-0.27;-0.868;-9.967;0.208;-6.98;408.5412988;17.3658348;4.1947475;4
21110;0.477;-0.262;-0.9;-12.258;0.851;-4.219;408.0817106;17.36767316;4.1947225;4
21210;0.493;-0.254;-0.952;-5.961;-9.606;6.534;407.8160341;17.36873586;4.1946975;4
21310;0.478;-0.248;-0.921;-10.757;-13.305;1.779;407.1606518;17.37135739;4.1946725;4
21410;0.486;-0.252;-0.956;-10.055;0.748;2.7;406.9663282;17.37213469;4.1946475;4
21510;0.509;-0.257;-1.009;-4.096;0.499;19.151;406.5088576;17.37396457;4.1946225;4
21610;0.507;-0.253;-0.993;-10.484;-4.697;23.502;406.2641224;17.37494351;4.1945975;4
21710;0.502;-0.247;-0.963;-12.478;-3.91;37.095;405.6550929;17.37737963;4.1945725;4
21810;0.522;-0.257;-0.992;-16.33;0.969;37.522;405.0032988;17.3799868;4.1945475;4
21910;0.54;-0.264;-1.047;-17.451;-5.202;38.183;404.5465341;17.38181386;4.1945225;4
22010;0.546;-0.272;-1.075;-13.917;-9.342;48.465;403.8051812;17.38477928;4.1944975;4
22110;0.546;-0.284;-1.072;-18.382;1.62;39.518;403.1358871;17.38745645;4.1944725;4
22210;0.528;-0.283;-1.058;-19.793;1.735;35.627;402.6191518;17.38952339;4.1944475;4
22310;0.527;-0.291;-1.077;-19.971;-8.19;38.727;402.3083871;17.39076645;4.1944225;4
22410;0.511;-0.292;-1.04;-20.912;-3.053;36.538;401.9385929;17.39224563;4.1943975;4
22510;0.48;-0.275;-0.98;-17.851;4.888;36.952;401.2330341;17.39506786;4.1943725;4
22610;0.472;-0.271;-0.95;-15.796;-2.928;37.509;400.6805341;17.39727786;4.1943475;4
22710;0.474;-0.279;-0.971;-18.264;-6.117;30.579;400.49824;17.39800704;4.1943225;4
22810;0.471;-0.282;-0.998;-17.238;-0.464;31.565;400.0905047;17.39963798;4.1942975;4
22910;0.455;-0.274;-0.957;-12.414;-0.051;42.072;399.2197106;17.40312116;4.1942725;4
23010;0.423;-0.253;-0.879;-15.5;-1.238;37.67;398.6040635;17.40558375;4.1942475;4
23110;0.401;-0.238;-0.817;-16.667;4.324;22.677;398.3001224;17.40679951;4.1942225;4
23210;0.392;-0.24;-0.808;-10.762;3.956;15.332;398.0493576;17.40780257;4.1941975;4
23310;0.394;-0.245;-0.826;-6.6;-3.72;17.465;397.8392106;17.40864316;4.1941725;4
23410;0.401;-0.244;-0.831;-5.122;-1.282;23.746;397.3291518;17.41068339;4.1941475;4
23510;0.386;-0.234;-0.796;-9.989;0.751;26.849;396.8111812;17.41275528;4.1941225;4
23610;0.385;-0.228;-0.803;-10.334;5.728;23.616;396.2520635;17.41499175;4.1940975;4
23710;0.417;-0.237;-0.88;-0.868;4.747;21.247;395.5130635;17.41794775;4.1940725;4
23810;0.433;-0.243;-0.933;-0.271;-5.668;13.039;395.30424;17.41878304;4.1940475;4
23910;0.423;-0.242;-0.934;-1.96;-0.224;9.014;395.1033576;17.41958657;4.1940225;4
24010;0.433;-0.249;-0.96;-2.335;5.925;13.897;394.5890341;17.42164386;4.1939975;4
24110;0.437;-0.251;-0.962;-0.341;5.82;15.896;393.9603576;17.42415857;4.1939725;4
24210;0.432;-0.247;-0.959;4.991;0.926;17.428;393.27374;17.42690504;4.1939475;4
24310;0.424;-0.25;-0.935;0.461;-0.339;6.185;393.08824;17.42764704;4.1939225;4
24410;0.419;-0.25;-0.935;-4.714;9.818;-9.783;392.9506224;17.42819751;4.1938975;4
24510;0.426;-0.256;-0.948;1.831;8.162;-6.057;392.8348576;17.42866057;4.1938725;4
24610;0.401;-0.255;-0.882;8.838;-0.126;1.587;392.5319459;17.42987222;4.1938475;4
24710;0.394;-0.265;-0.896;5.043;5.772;-5.743;392.3827694;17.43046892;4.1938225;4
24810;0.407;-0.285;-0.916;-6.43;5.981;-18.444;391.8270929;17.43269163;4.1937975;4
24910;0.403;-0.288;-0.869;-3.291;4.979;-21.355;391.2486518;17.43500539;4.1937725;4
25010;0.394;-0.288;-0.808;7.035;6.506;-24.582;390.9239165;17.43630433;4.1937475;4
25110;0.426;-0.292;-0.828;5.04;-0.685;-37.343;389.9536812;17.44018528;4.1937225;4
25210;0.479;-0.297;-0.921;-0.196;-15.387;-33.354;388.5143576;17.44594257;4.1936975;4
25310;0.475;-0.291;-0.934;-2.231;-12.22;-19.063;387.5286518;17.44988539;4.1936725;4
25410;0.45;-0.263;-0.872;-3.149;-4.52;-13.479;386.9066518;17.45237339;4.1936475;4
25510;0.482;-0.263;-0.923;2.225;-0.282;-22.561;386.30024;17.45479904;4.1936225;4
25610;0.526;-0.276;-1.041;12.108;-9.412;-28.433;385.5432694;17.45782692;4.1935975;4
25710;0.516;-0.272;-1.048;14;-11.674;-24.738;384.8840929;17.46046363;4.1935725;4
25810;0.483;-0.266;-0.963;3.483;6.845;-23.95;384.4834459;17.46206622;4.1935475;4
25910;0.453;-0.251;-0.904;-4.183;0.261;-7.319;384.1528282;17.46338869;4.1935225;4
26010;0.473;-0.246;-0.944;-2.749;1.746;3.132;384.0902106;17.46363916;4.1934975;4
26110;0.464;-0.247;-0.942;-1.046;5.833;0.509;383.9344459;17.46426222;4.1934725;4
26210;0.449;-0.245;-0.928;-6.233;6.477;-11.658;383.59874;17.46560504;4.1934475;4
26310;0.449;-0.244;-0.9;-5.663;11.458;-9.481;383.4903282;17.46603869;4.1934225;4
26410;0.432;-0.248;-0.894;-6.643;1.471;12.968;383.2610341;17.46695586;4.1933975;4
26510;0.428;-0.248;-0.883;-18.785;5.144;20.008;383.0737694;17.46770492;4.1933725;4
26610;0.434;-0.236;-0.855;-19.789;15.247;28.701;382.3632106;17.47054716;4.1933475;4
26710;0.431;-0.23;-0.846;-20.042;9.655;29.225;381.8091518;17.47276339;4.1933225;4
26810;0.456;-0.239;-0.886;-16.918;7.907;29.744;381.1993576;17.47520257;4.1932975;4
26910;0.467;-0.25;-0.905;-18.916;5.598;37.482;380.4886518;17.47804539;4.1932725;4
27010;0.459;-0.253;-0.88;-27.543;12.475;39.155;379.7802106;17.48087916;4.1932475;4
27110;0.495;-0.255;-0.945;-29.635;7.649;51.681;378.9068282;17.48437269;4.1932225;4
27210;0.479;-0.258;-0.907;-31.663;6.691;49.28;378.1918871;17.48723245;4.1931975;4
27310;0.456;-0.262;-0.85;-25.839;15.18;47.737;377.1013576;17.49159457;4.1931725;4
27410;0.468;-0.266;-0.882;-25.27;11.385;47.285;376.1190047;17.49552398;4.1931475;4
27510;0.467;-0.28;-0.914;-27.377;12.44;41.682;375.3323871;17.49867045;4.1931225;4
27610;0.46;-0.285;-0.919;-30.26;13.088;41.022;374.6309165;17.50147633;4.1930975;4
27710;0.459;-0.28;-0.924;-31.709;16.815;35.355;374.0291224;17.50388351;4.1930725;4
27810;0.48;-0.287;-0.975;-22.867;8.701;44.286;373.14324;17.50742704;4.1930475;4
27910;0.476;-0.294;-0.987;-23.732;10.46;37.276;372.43724;17.51025104;4.1930225;4
28010;0.451;-0.287;-0.948;-27.757;19.646;22.967;372.0002988;17.5119988;4.1929975;4
28110;0.466;-0.294;-0.989;-20.412;15.961;28.86;371.2823871;17.51487045;4.1929725;4
