timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,altitude,temperature,analogValue,state
922424,0.090759,-0.113525,14.281616,-29.159012,14.48448,-156.967239,586.06,23.53,618,30
922368,0.101013,-0.094482,14.449585,-29.250565,14.545515,-157.699661,586.06,23.53,618,30
922348,-0.147034,-0.176514,13.143433,-35.384598,19.596174,-150.497513,585.57,23.52,618,30
922292,-0.147034,-0.176514,13.143433,-35.384598,19.596174,-150.497513,585.57,23.52,618,30
922272,-0.046936,0.102783,8.459351,-40.419998,20.267561,-182.968216,585.41,23.52,618,30
922292,-0.147034,-0.176514,13.143433,-35.384598,19.596174,-150.497513,585.57,23.52,618,30
922272,-0.046936,0.102783,8.459351,-40.419998,20.267561,-182.968216,585.41,23.52,618,30
922217,-0.095276,0.031494,8.312378,-40.725174,20.176008,-184.326248,585.41,23.52,619,30
922196,-0.243713,0.109131,5.080933,-40.252151,20.862654,-205.200272,585.34,23.51,619,30
922140,-0.160706,0.107178,4.998413,-40.389481,20.191267,-204.895096,585.34,23.51,617,30
922120,-0.446838,0.005615,2.619995,-39.946976,21.350935,-231.124954,585.32,23.5,619,30
922064,-0.468811,0.018799,2.559937,-39.473953,21.732405,-233.657913,585.32,23.5,618,30
922120,-0.446838,0.005615,2.619995,-39.946976,21.350935,-231.124954,585.32,23.5,619,30
922064,-0.468811,0.018799,2.559937,-39.473953,21.732405,-233.657913,585.32,23.5,618,30
922044,-0.206604,0.16333,1.371948,-41.976395,17.62779,-236.435013,585.29,23.49,618,30
921988,-0.354065,0.158936,1.268921,-40.694656,18.573835,-237.594681,585.29,23.49,619,30
921968,-0.395569,0.068604,1.273315,-40.191116,20.28282,-249.282913,585.26,23.49,618,30
921912,-0.458069,-0.022217,1.075562,-39.840164,21.213606,-251.113968,585.26,23.49,619,30
921892,-0.409241,-0.066162,1.012085,-40.450516,20.954206,-250.747757,585.29,23.47,618,30
921912,-0.458069,-0.022217,1.075562,-39.840164,21.213606,-251.113968,585.26,23.49,619,30
921892,-0.409241,-0.066162,1.012085,-40.450516,20.954206,-250.747757,585.29,23.47,618,30
921836,-0.370667,-0.017334,0.864624,-40.511551,20.938948,-250.534134,585.29,23.47,618,30
921816,-0.370667,-0.025635,0.961792,-40.419998,20.877913,-250.518875,585.3,23.46,618,30
921760,-0.368713,-0.028564,0.932495,-40.435257,20.90843,-250.518875,585.3,23.46,618,30
921816,-0.370667,-0.025635,0.961792,-40.419998,20.877913,-250.518875,585.3,23.46,618,30
921760,-0.368713,-0.028564,0.932495,-40.435257,20.90843,-250.518875,585.3,23.46,618,30
921740,-0.375061,-0.021729,0.964233,-40.496292,20.877913,-250.656204,585.3,23.45,619,30
921684,-0.373596,-0.011475,0.955933,-40.435257,20.877913,-250.625687,585.3,23.45,618,30
921664,-0.377014,-0.032471,0.961792,-40.450516,20.923689,-250.717239,585.28,23.43,618,30
921608,-0.376526,-0.030518,0.959351,-40.450516,20.923689,-250.671463,585.28,23.43,618,30
921588,-0.377502,-0.02124,0.960327,-40.450516,20.877913,-250.610428,585.27,23.42,617,30
921608,-0.376526,-0.030518,0.959351,-40.450516,20.923689,-250.671463,585.28,23.43,618,30
921588,-0.377502,-0.02124,0.960327,-40.450516,20.877913,-250.610428,585.27,23.42,617,30
921532,-0.375061,-0.019775,0.956909,-40.435257,20.862654,-250.625687,585.27,23.42,618,30
921512,-0.364807,-0.030518,0.958374,-40.435257,20.862654,-250.656204,585.26,23.4,618,30
921455,-0.367249,-0.026611,0.963257,-40.450516,20.877913,-250.640945,585.26,23.4,619,30
921435,-0.377014,-0.020264,0.959839,-40.465775,20.893171,-250.640945,585.25,23.38,619,30
921455,-0.367249,-0.026611,0.963257,-40.450516,20.877913,-250.640945,585.26,23.4,619,30
921435,-0.377014,-0.020264,0.959839,-40.465775,20.893171,-250.640945,585.25,23.38,619,30
921379,-0.377502,-0.02124,0.962769,-40.435257,20.90843,-250.640945,585.25,23.38,619,30
921359,-0.372131,-0.028076,0.957397,-40.481033,20.832136,-250.686722,585.26,23.36,618,30
921302,-0.373596,-0.028564,0.957886,-40.465775,20.832136,-250.701981,585.26,23.36,617,30
921282,-0.374084,-0.020264,0.959839,-40.389481,20.923689,-250.640945,585.3,23.33,618,30
921302,-0.373596,-0.028564,0.957886,-40.465775,20.832136,-250.701981,585.26,23.36,617,30
921282,-0.374084,-0.020264,0.959839,-40.389481,20.923689,-250.640945,585.3,23.33,618,30
921226,-0.374573,-0.020752,0.959839,-40.389481,20.923689,-250.640945,585.3,23.33,618,30
921206,-0.376038,-0.02124,0.960327,-40.450516,20.893171,-250.656204,585.31,23.3,618,30
921150,-0.378479,-0.02124,0.959839,-40.465775,20.893171,-250.656204,585.31,23.3,618,30
921130,-0.369202,-0.0271,0.957886,-40.419998,20.877913,-250.656204,585.28,23.27,618,30
921074,-0.367249,-0.029541,0.957886,-40.435257,20.877913,-250.640945,585.28,23.27,618,30
921130,-0.369202,-0.0271,0.957886,-40.419998,20.877913,-250.656204,585.28,23.27,618,30
921074,-0.367249,-0.029541,0.957886,-40.435257,20.877913,-250.640945,585.28,23.27,618,30
921054,-0.377502,-0.016846,0.959839,-40.389481,20.893171,-250.610428,585.29,23.23,619,30
920998,-0.377991,-0.017822,0.959839,-40.389481,20.90843,-250.610428,585.29,23.23,618,30
920978,-0.375061,-0.0271,0.960815,-40.419998,20.862654,-250.640945,585.27,23.19,618,30
920922,-0.373596,-0.026123,0.961304,-40.450516,20.862654,-250.625687,585.27,23.19,618,30
920978,-0.375061,-0.0271,0.960815,-40.419998,20.862654,-250.640945,585.27,23.19,618,30
920922,-0.373596,-0.026123,0.961304,-40.450516,20.862654,-250.625687,585.27,23.19,618,30
920902,-0.371643,-0.025146,0.958862,-40.374222,20.893171,-250.640945,585.29,23.14,618,30
920846,-0.37262,-0.024658,0.960815,-40.389481,20.893171,-250.625687,585.29,23.14,618,30
920826,-0.376526,-0.022705,0.960327,-40.450516,20.847395,-250.57991,585.27,23.09,618,30
920770,-0.375549,-0.02124,0.959351,-40.450516,20.862654,-250.610428,585.27,23.09,618,30
920826,-0.376526,-0.022705,0.960327,-40.450516,20.847395,-250.57991,585.27,23.09,618,30
920770,-0.375549,-0.02124,0.959351,-40.450516,20.862654,-250.610428,585.27,23.09,618,30
920750,-0.37262,-0.026123,0.959351,-40.435257,20.877913,-250.610428,585.3,23.03,619,30
920694,-0.375061,-0.025146,0.960327,-40.450516,20.893171,-250.625687,585.3,23.03,618,30
920674,-0.374084,-0.02417,0.960815,-40.450516,20.877913,-250.640945,585.3,22.96,618,30
920618,-0.373596,-0.025146,0.959839,-40.450516,20.877913,-250.625687,585.3,22.96,618,30
920674,-0.374084,-0.02417,0.960815,-40.450516,20.877913,-250.640945,585.3,22.96,618,30
920618,-0.373596,-0.025146,0.959839,-40.450516,20.877913,-250.625687,585.3,22.96,618,30
920598,-0.37262,-0.023682,0.961304,-40.435257,20.893171,-250.625687,585.25,22.89,618,30
920542,-0.376038,-0.02417,0.960815,-40.450516,20.893171,-250.640945,585.25,22.89,618,30
920522,-0.377502,-0.022217,0.959839,-40.435257,20.90843,-250.640945,585.25,22.81,618,30
920466,-0.375549,-0.022217,0.959839,-40.419998,20.90843,-250.640945,585.25,22.81,618,30
920522,-0.377502,-0.022217,0.959839,-40.435257,20.90843,-250.640945,585.25,22.81,618,30
920466,-0.375549,-0.022217,0.959839,-40.419998,20.90843,-250.640945,585.25,22.81,618,30
920446,-0.377014,-0.023193,0.958374,-40.419998,20.847395,-250.610428,585.22,22.72,619,30
920389,-0.377502,-0.022705,0.958862,-40.419998,20.847395,-250.595169,585.22,22.72,619,30
920369,-0.36969,-0.025146,0.959351,-40.419998,20.893171,-250.595169,585.19,22.62,619,30
920312,-0.371155,-0.026123,0.958862,-40.419998,20.877913,-250.610428,585.19,22.62,618,30
920369,-0.36969,-0.025146,0.959351,-40.419998,20.893171,-250.595169,585.19,22.62,619,30
920312,-0.371155,-0.026123,0.958862,-40.419998,20.877913,-250.610428,585.19,22.62,618,30
920292,-0.374573,-0.025146,0.961304,-40.450516,20.893171,-250.595169,585.18,22.51,618,30
