timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,quatW,quatX,quatY,quatZ,altitude,temperature,analogValue,state
230083,-0.114075,-0.185730,0.986450,-1.450080,9.925956,2.747563,-0.824645,0.050874,-0.094205,0.555419,632.35,31.61,768.00,1
230183,-0.199036,-0.282898,0.948853,-1.251715,7.164114,0.885991,-0.822902,0.051505,-0.119094,0.553163,632.35,31.61,768.00,1
230283,-0.162903,-0.193542,0.930298,-0.183600,8.522147,1.328496,-0.823592,0.030003,-0.134841,0.550097,632.37,31.61,768.00,1
230383,-0.290344,-0.228210,0.910767,-1.236457,11.283988,-0.899287,-0.820159,0.020816,-0.161972,0.548329,632.37,31.61,768.00,1
230483,-0.297180,-0.239929,0.909790,-3.662604,8.079642,-2.150508,-0.815485,0.018350,-0.188012,0.547077,632.38,31.61,766.00,1
230583,-0.420715,-0.281921,0.800903,-5.356330,7.362479,-1.616450,-0.810872,0.015526,-0.213763,0.544560,632.41,31.61,768.00,1
230683,-0.418762,-0.281921,0.797485,-4.501838,8.339042,0.657109,-0.806755,0.010845,-0.239299,0.540147,632.44,31.61,766.00,1
230783,-0.422180,-0.386414,0.808716,-4.623908,5.653494,-1.616450,-0.800194,0.020114,-0.261057,0.539564,632.47,31.61,768.00,1
230883,-0.520325,-0.351257,0.753540,-2.106208,9.300345,2.167729,-0.795822,0.013042,-0.285325,0.533931,632.49,31.61,768.00,1
230983,-0.563782,-0.380066,0.670532,-5.463141,6.767386,-1.097652,-0.789625,0.012265,-0.309132,0.529882,632.50,31.61,768.00,1
231083,-0.579407,-0.353210,0.639282,-4.166144,7.942313,2.884892,-0.785216,0.006122,-0.332315,0.522456,632.56,31.60,766.00,1
231183,-0.613098,-0.476257,0.652954,-3.708380,7.377738,1.740483,-0.778363,0.008535,-0.354545,0.518045,632.55,31.61,768.00,1
231283,-0.696106,-0.402527,0.561646,-0.122565,6.828421,2.793340,-0.773513,0.000410,-0.374370,0.511389,632.56,31.61,768.00,1
231383,-0.674133,-0.413757,0.534790,-5.112189,8.751029,2.213506,-0.766772,-0.002849,-0.397521,0.504009,632.57,31.61,766.00,1
231483,-0.720520,-0.416687,0.486450,-7.278937,13.206595,5.051641,-0.759466,-0.008480,-0.423933,0.493372,632.60,31.61,768.00,1
231583,-0.775208,-0.454773,0.416626,-2.945441,9.529227,3.449468,-0.751883,-0.013456,-0.445726,0.485608,632.62,31.61,768.00,1
231683,-0.756165,-0.375671,0.343384,-1.755255,6.843680,2.213506,-0.745339,-0.020563,-0.464448,0.477839,632.62,31.61,768.00,1
231783,-0.900208,-0.367371,0.251587,-4.272956,5.714530,-0.914546,-0.738135,-0.025695,-0.482978,0.470346,632.63,31.61,768.00,1
231883,-0.827942,-0.432312,0.247681,-3.784674,7.042044,1.801518,-0.729915,-0.029067,-0.502350,0.462622,632.63,31.61,768.00,1
231983,-0.802551,-0.445984,0.229126,-3.052253,5.165213,1.923589,-0.721810,-0.030798,-0.519967,0.455711,632.65,31.61,766.00,1
232083,-0.831360,-0.444519,0.180786,-5.051154,12.382621,4.075078,-0.711175,-0.035696,-0.542373,0.445852,632.71,31.60,768.00,1
232183,-0.813293,-0.402527,0.092407,-3.372687,12.107963,3.083257,-0.700024,-0.041949,-0.563474,0.436691,632.72,31.60,768.00,1
232283,-0.825500,-0.373230,-0.000366,1.128656,4.371756,-4.195186,-0.689603,-0.045202,-0.578119,0.433795,632.74,31.60,768.00,1
232383,-0.820129,-0.433289,-0.032593,-2.701300,9.636039,-2.531978,-0.676237,-0.046806,-0.597198,0.428793,632.74,31.60,766.00,1
232483,-0.804504,-0.468445,-0.109741,-2.579230,9.803885,-1.662227,-0.662252,-0.047766,-0.616059,0.423801,632.75,31.60,768.00,1
232583,-0.858704,-0.445984,-0.185913,-4.471320,10.780448,2.091435,-0.649416,-0.051547,-0.635581,0.414289,632.77,31.60,768.00,1
232683,-0.873352,-0.483582,-0.290894,-0.168341,12.230033,0.351933,-0.634091,-0.056489,-0.654214,0.408334,632.77,31.60,768.00,1
232783,-0.758118,-0.380554,-0.365601,-1.389045,11.024589,3.785161,-0.620552,-0.063189,-0.672174,0.398874,632.77,31.60,766.00,1
232883,-0.788391,-0.440125,-0.445190,-3.937262,12.428397,1.511601,-0.604529,-0.066669,-0.691564,0.389660,632.78,31.60,768.00,1
232983,-0.783020,-0.546570,-0.493530,-3.647345,11.467093,5.127934,-0.588855,-0.070039,-0.709712,0.380327,632.78,31.60,768.00,1
233083,-0.683899,-0.342957,-0.557007,-1.175421,9.513968,4.700688,-0.574691,-0.076741,-0.725898,0.370010,632.78,31.60,766.00,1
233183,-0.554016,-0.325378,-0.563354,-2.289313,8.354300,3.907231,-0.559931,-0.080998,-0.741733,0.360200,632.78,31.60,768.00,1
233283,-0.596985,-0.298035,-0.635620,-4.059333,10.963553,5.402593,-0.544113,-0.087088,-0.758771,0.347303,632.78,31.60,766.00,1
233383,-0.595520,-0.356140,-0.708374,-1.724738,9.880179,2.335576,-0.526720,-0.090890,-0.774467,0.338380,632.80,31.60,768.00,1
233483,-0.547180,-0.442566,-0.742554,-2.960700,13.191337,10.437993,-0.508050,-0.098723,-0.790939,0.326420,632.80,31.60,768.00,1
233583,-0.495422,-0.253601,-0.811890,6.759149,7.606619,8.973149,-0.492606,-0.111027,-0.802025,0.319002,632.80,31.60,768.00,1
233683,-0.429504,-0.240417,-0.814331,-2.396125,12.031669,8.469609,-0.473939,-0.119998,-0.817196,0.305235,632.80,31.60,768.00,1
233783,-0.418762,-0.238953,-0.858276,0.579339,8.216971,6.226567,-0.456413,-0.127536,-0.829717,0.294936,632.80,31.60,768.00,1
233883,-0.333801,-0.208679,-0.900757,0.319940,10.429496,7.905034,-0.436907,-0.136685,-0.842692,0.283362,632.78,31.60,766.00,1
233983,-0.346497,-0.264343,-0.959839,0.182611,7.209891,5.005864,-0.418154,-0.142205,-0.854266,0.274133,632.77,31.60,768.00,1
234083,-0.276184,-0.213562,-0.969116,0.747186,5.012625,4.822759,-0.400570,-0.147588,-0.864602,0.264988,632.75,31.60,768.00,1
234183,-0.210754,-0.216003,-0.920776,0.899774,4.982108,4.593877,-0.382203,-0.152352,-0.874531,0.256709,632.74,31.60,766.00,1
234283,-0.201965,-0.232117,-0.941284,-0.259894,7.591361,3.113774,-0.361026,-0.155950,-0.885350,0.247968,632.71,31.60,766.00,1
234383,-0.190735,-0.256531,-0.933960,1.265985,2.266043,2.854375,-0.343175,-0.158206,-0.893671,0.241966,632.68,31.60,768.00,1
234483,-0.220032,-0.246765,-0.974976,1.174432,5.256766,4.197148,-0.323471,-0.162403,-0.902260,0.234334,632.66,31.60,768.00,1
234583,-0.099426,-0.262390,-0.955444,-0.320929,6.645316,4.303960,-0.301749,-0.165788,-0.911105,0.226588,632.63,31.60,768.00,1
234683,-0.114563,-0.261902,-0.978882,-0.610846,7.804984,7.706670,-0.279680,-0.172076,-0.919205,0.217309,632.60,31.60,768.00,1
234783,-0.092102,-0.271179,-0.970581,-1.007575,2.510184,1.542119,-0.260222,-0.172094,-0.926429,0.210691,632.59,31.60,768.00,1
234883,-0.026672,-0.219910,-0.988159,1.937371,4.341238,3.373174,-0.239335,-0.175023,-0.932905,0.204369,632.58,31.60,768.00,1
234983,-0.011536,-0.230164,-0.984253,1.357538,2.861136,1.328496,-0.219058,-0.175652,-0.938995,0.198597,632.56,31.60,768.00,1
235083,-0.051575,-0.277527,-0.989624,1.937371,2.296561,1.084355,-0.198633,-0.175558,-0.944348,0.194742,632.53,31.60,768.00,1
235183,-0.018372,-0.325378,-0.998901,-0.870246,1.274222,2.106694,-0.179079,-0.174996,-0.949243,0.190362,632.52,31.60,768.00,1
